name,angle,grade,placements,ascents,hold_count,quality_average
swooped,0,14.8857,"[{'x': 20, 'y': 0, 'type': 'FEET-ONLY', 'ledPosition': 15}, {'x': 8, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 143}, {'x': 16, 'y': 5, 'type': 'START', 'ledPosition': 244}, {'x': 12, 'y': 7, 'type': 'START', 'ledPosition': 191}, {'x': 14, 'y': 9, 'type': 'MIDDLE', 'ledPosition': 203}, {'x': 22, 'y': 13, 'type': 'MIDDLE', 'ledPosition': 308}, {'x': 8, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 131}, {'x': 16, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 233}, {'x': 12, 'y': 23, 'type': 'MIDDLE', 'ledPosition': 179}, {'x': 8, 'y': 29, 'type': 'MIDDLE', 'ledPosition': 124}, {'x': 14, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 219}, {'x': 14, 'y': 35, 'type': 'FINISH', 'ledPosition': 221}]",35,12,2.68571
swooped,5,12.0,"[{'x': 20, 'y': 0, 'type': 'FEET-ONLY', 'ledPosition': 15}, {'x': 8, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 143}, {'x': 16, 'y': 5, 'type': 'START', 'ledPosition': 244}, {'x': 12, 'y': 7, 'type': 'START', 'ledPosition': 191}, {'x': 14, 'y': 9, 'type': 'MIDDLE', 'ledPosition': 203}, {'x': 22, 'y': 13, 'type': 'MIDDLE', 'ledPosition': 308}, {'x': 8, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 131}, {'x': 16, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 233}, {'x': 12, 'y': 23, 'type': 'MIDDLE', 'ledPosition': 179}, {'x': 8, 'y': 29, 'type': 'MIDDLE', 'ledPosition': 124}, {'x': 14, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 219}, {'x': 14, 'y': 35, 'type': 'FINISH', 'ledPosition': 221}]",2,12,2.0
swooped,10,15.8571,"[{'x': 20, 'y': 0, 'type': 'FEET-ONLY', 'ledPosition': 15}, {'x': 8, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 143}, {'x': 16, 'y': 5, 'type': 'START', 'ledPosition': 244}, {'x': 12, 'y': 7, 'type': 'START', 'ledPosition': 191}, {'x': 14, 'y': 9, 'type': 'MIDDLE', 'ledPosition': 203}, {'x': 22, 'y': 13, 'type': 'MIDDLE', 'ledPosition': 308}, {'x': 8, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 131}, {'x': 16, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 233}, {'x': 12, 'y': 23, 'type': 'MIDDLE', 'ledPosition': 179}, {'x': 8, 'y': 29, 'type': 'MIDDLE', 'ledPosition': 124}, {'x': 14, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 219}, {'x': 14, 'y': 35, 'type': 'FINISH', 'ledPosition': 221}]",133,12,2.67669
swooped,15,15.9526,"[{'x': 20, 'y': 0, 'type': 'FEET-ONLY', 'ledPosition': 15}, {'x': 8, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 143}, {'x': 16, 'y': 5, 'type': 'START', 'ledPosition': 244}, {'x': 12, 'y': 7, 'type': 'START', 'ledPosition': 191}, {'x': 14, 'y': 9, 'type': 'MIDDLE', 'ledPosition': 203}, {'x': 22, 'y': 13, 'type': 'MIDDLE', 'ledPosition': 308}, {'x': 8, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 131}, {'x': 16, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 233}, {'x': 12, 'y': 23, 'type': 'MIDDLE', 'ledPosition': 179}, {'x': 8, 'y': 29, 'type': 'MIDDLE', 'ledPosition': 124}, {'x': 14, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 219}, {'x': 14, 'y': 35, 'type': 'FINISH', 'ledPosition': 221}]",190,12,2.70526
swooped,20,16.1127,"[{'x': 20, 'y': 0, 'type': 'FEET-ONLY', 'ledPosition': 15}, {'x': 8, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 143}, {'x': 16, 'y': 5, 'type': 'START', 'ledPosition': 244}, {'x': 12, 'y': 7, 'type': 'START', 'ledPosition': 191}, {'x': 14, 'y': 9, 'type': 'MIDDLE', 'ledPosition': 203}, {'x': 22, 'y': 13, 'type': 'MIDDLE', 'ledPosition': 308}, {'x': 8, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 131}, {'x': 16, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 233}, {'x': 12, 'y': 23, 'type': 'MIDDLE', 'ledPosition': 179}, {'x': 8, 'y': 29, 'type': 'MIDDLE', 'ledPosition': 124}, {'x': 14, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 219}, {'x': 14, 'y': 35, 'type': 'FINISH', 'ledPosition': 221}]",346,12,2.7341
swooped,25,17.5414,"[{'x': 20, 'y': 0, 'type': 'FEET-ONLY', 'ledPosition': 15}, {'x': 8, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 143}, {'x': 16, 'y': 5, 'type': 'START', 'ledPosition': 244}, {'x': 12, 'y': 7, 'type': 'START', 'ledPosition': 191}, {'x': 14, 'y': 9, 'type': 'MIDDLE', 'ledPosition': 203}, {'x': 22, 'y': 13, 'type': 'MIDDLE', 'ledPosition': 308}, {'x': 8, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 131}, {'x': 16, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 233}, {'x': 12, 'y': 23, 'type': 'MIDDLE', 'ledPosition': 179}, {'x': 8, 'y': 29, 'type': 'MIDDLE', 'ledPosition': 124}, {'x': 14, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 219}, {'x': 14, 'y': 35, 'type': 'FINISH', 'ledPosition': 221}]",133,12,2.73684
swooped,30,17.7627,"[{'x': 20, 'y': 0, 'type': 'FEET-ONLY', 'ledPosition': 15}, {'x': 8, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 143}, {'x': 16, 'y': 5, 'type': 'START', 'ledPosition': 244}, {'x': 12, 'y': 7, 'type': 'START', 'ledPosition': 191}, {'x': 14, 'y': 9, 'type': 'MIDDLE', 'ledPosition': 203}, {'x': 22, 'y': 13, 'type': 'MIDDLE', 'ledPosition': 308}, {'x': 8, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 131}, {'x': 16, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 233}, {'x': 12, 'y': 23, 'type': 'MIDDLE', 'ledPosition': 179}, {'x': 8, 'y': 29, 'type': 'MIDDLE', 'ledPosition': 124}, {'x': 14, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 219}, {'x': 14, 'y': 35, 'type': 'FINISH', 'ledPosition': 221}]",1340,12,2.7709
swooped,35,18.0855,"[{'x': 20, 'y': 0, 'type': 'FEET-ONLY', 'ledPosition': 15}, {'x': 8, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 143}, {'x': 16, 'y': 5, 'type': 'START', 'ledPosition': 244}, {'x': 12, 'y': 7, 'type': 'START', 'ledPosition': 191}, {'x': 14, 'y': 9, 'type': 'MIDDLE', 'ledPosition': 203}, {'x': 22, 'y': 13, 'type': 'MIDDLE', 'ledPosition': 308}, {'x': 8, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 131}, {'x': 16, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 233}, {'x': 12, 'y': 23, 'type': 'MIDDLE', 'ledPosition': 179}, {'x': 8, 'y': 29, 'type': 'MIDDLE', 'ledPosition': 124}, {'x': 14, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 219}, {'x': 14, 'y': 35, 'type': 'FINISH', 'ledPosition': 221}]",304,12,2.84211
swooped,40,18.545,"[{'x': 20, 'y': 0, 'type': 'FEET-ONLY', 'ledPosition': 15}, {'x': 8, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 143}, {'x': 16, 'y': 5, 'type': 'START', 'ledPosition': 244}, {'x': 12, 'y': 7, 'type': 'START', 'ledPosition': 191}, {'x': 14, 'y': 9, 'type': 'MIDDLE', 'ledPosition': 203}, {'x': 22, 'y': 13, 'type': 'MIDDLE', 'ledPosition': 308}, {'x': 8, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 131}, {'x': 16, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 233}, {'x': 12, 'y': 23, 'type': 'MIDDLE', 'ledPosition': 179}, {'x': 8, 'y': 29, 'type': 'MIDDLE', 'ledPosition': 124}, {'x': 14, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 219}, {'x': 14, 'y': 35, 'type': 'FINISH', 'ledPosition': 221}]",1123,12,2.80232
swooped,45,19.8571,"[{'x': 20, 'y': 0, 'type': 'FEET-ONLY', 'ledPosition': 15}, {'x': 8, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 143}, {'x': 16, 'y': 5, 'type': 'START', 'ledPosition': 244}, {'x': 12, 'y': 7, 'type': 'START', 'ledPosition': 191}, {'x': 14, 'y': 9, 'type': 'MIDDLE', 'ledPosition': 203}, {'x': 22, 'y': 13, 'type': 'MIDDLE', 'ledPosition': 308}, {'x': 8, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 131}, {'x': 16, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 233}, {'x': 12, 'y': 23, 'type': 'MIDDLE', 'ledPosition': 179}, {'x': 8, 'y': 29, 'type': 'MIDDLE', 'ledPosition': 124}, {'x': 14, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 219}, {'x': 14, 'y': 35, 'type': 'FINISH', 'ledPosition': 221}]",973,12,2.7554
swooped,50,18.913,"[{'x': 20, 'y': 0, 'type': 'FEET-ONLY', 'ledPosition': 15}, {'x': 8, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 143}, {'x': 16, 'y': 5, 'type': 'START', 'ledPosition': 244}, {'x': 12, 'y': 7, 'type': 'START', 'ledPosition': 191}, {'x': 14, 'y': 9, 'type': 'MIDDLE', 'ledPosition': 203}, {'x': 22, 'y': 13, 'type': 'MIDDLE', 'ledPosition': 308}, {'x': 8, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 131}, {'x': 16, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 233}, {'x': 12, 'y': 23, 'type': 'MIDDLE', 'ledPosition': 179}, {'x': 8, 'y': 29, 'type': 'MIDDLE', 'ledPosition': 124}, {'x': 14, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 219}, {'x': 14, 'y': 35, 'type': 'FINISH', 'ledPosition': 221}]",92,12,2.73913
swooped,55,20.6346,"[{'x': 20, 'y': 0, 'type': 'FEET-ONLY', 'ledPosition': 15}, {'x': 8, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 143}, {'x': 16, 'y': 5, 'type': 'START', 'ledPosition': 244}, {'x': 12, 'y': 7, 'type': 'START', 'ledPosition': 191}, {'x': 14, 'y': 9, 'type': 'MIDDLE', 'ledPosition': 203}, {'x': 22, 'y': 13, 'type': 'MIDDLE', 'ledPosition': 308}, {'x': 8, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 131}, {'x': 16, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 233}, {'x': 12, 'y': 23, 'type': 'MIDDLE', 'ledPosition': 179}, {'x': 8, 'y': 29, 'type': 'MIDDLE', 'ledPosition': 124}, {'x': 14, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 219}, {'x': 14, 'y': 35, 'type': 'FINISH', 'ledPosition': 221}]",52,12,2.84615
swooped,60,22.0,"[{'x': 20, 'y': 0, 'type': 'FEET-ONLY', 'ledPosition': 15}, {'x': 8, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 143}, {'x': 16, 'y': 5, 'type': 'START', 'ledPosition': 244}, {'x': 12, 'y': 7, 'type': 'START', 'ledPosition': 191}, {'x': 14, 'y': 9, 'type': 'MIDDLE', 'ledPosition': 203}, {'x': 22, 'y': 13, 'type': 'MIDDLE', 'ledPosition': 308}, {'x': 8, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 131}, {'x': 16, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 233}, {'x': 12, 'y': 23, 'type': 'MIDDLE', 'ledPosition': 179}, {'x': 8, 'y': 29, 'type': 'MIDDLE', 'ledPosition': 124}, {'x': 14, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 219}, {'x': 14, 'y': 35, 'type': 'FINISH', 'ledPosition': 221}]",50,12,2.84
swooped,65,22.25,"[{'x': 20, 'y': 0, 'type': 'FEET-ONLY', 'ledPosition': 15}, {'x': 8, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 143}, {'x': 16, 'y': 5, 'type': 'START', 'ledPosition': 244}, {'x': 12, 'y': 7, 'type': 'START', 'ledPosition': 191}, {'x': 14, 'y': 9, 'type': 'MIDDLE', 'ledPosition': 203}, {'x': 22, 'y': 13, 'type': 'MIDDLE', 'ledPosition': 308}, {'x': 8, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 131}, {'x': 16, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 233}, {'x': 12, 'y': 23, 'type': 'MIDDLE', 'ledPosition': 179}, {'x': 8, 'y': 29, 'type': 'MIDDLE', 'ledPosition': 124}, {'x': 14, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 219}, {'x': 14, 'y': 35, 'type': 'FINISH', 'ledPosition': 221}]",4,12,2.5
Floats Your Boat,0,10.2667,"[{'x': 14, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 198}, {'x': 16, 'y': 5, 'type': 'FEET-ONLY', 'ledPosition': 244}, {'x': 8, 'y': 7, 'type': 'FEET-ONLY', 'ledPosition': 140}, {'x': 16, 'y': 9, 'type': 'FEET-ONLY', 'ledPosition': 241}, {'x': 8, 'y': 11, 'type': 'FEET-ONLY', 'ledPosition': 137}, {'x': 14, 'y': 13, 'type': 'START', 'ledPosition': 206}, {'x': 18, 'y': 13, 'type': 'START', 'ledPosition': 257}, {'x': 18, 'y': 17, 'type': 'MIDDLE', 'ledPosition': 260}, {'x': 10, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 159}, {'x': 20, 'y': 19, 'type': 'FEET-ONLY', 'ledPosition': 284}, {'x': 14, 'y': 25, 'type': 'MIDDLE', 'ledPosition': 215}, {'x': 14, 'y': 27, 'type': 'MIDDLE', 'ledPosition': 216}, {'x': 18, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 270}, {'x': 18, 'y': 35, 'type': 'FINISH', 'ledPosition': 272}, {'x': 22, 'y': 35, 'type': 'FINISH', 'ledPosition': 323}]",90,15,2.7
Floats Your Boat,5,11.1818,"[{'x': 14, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 198}, {'x': 16, 'y': 5, 'type': 'FEET-ONLY', 'ledPosition': 244}, {'x': 8, 'y': 7, 'type': 'FEET-ONLY', 'ledPosition': 140}, {'x': 16, 'y': 9, 'type': 'FEET-ONLY', 'ledPosition': 241}, {'x': 8, 'y': 11, 'type': 'FEET-ONLY', 'ledPosition': 137}, {'x': 14, 'y': 13, 'type': 'START', 'ledPosition': 206}, {'x': 18, 'y': 13, 'type': 'START', 'ledPosition': 257}, {'x': 18, 'y': 17, 'type': 'MIDDLE', 'ledPosition': 260}, {'x': 10, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 159}, {'x': 20, 'y': 19, 'type': 'FEET-ONLY', 'ledPosition': 284}, {'x': 14, 'y': 25, 'type': 'MIDDLE', 'ledPosition': 215}, {'x': 14, 'y': 27, 'type': 'MIDDLE', 'ledPosition': 216}, {'x': 18, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 270}, {'x': 18, 'y': 35, 'type': 'FINISH', 'ledPosition': 272}, {'x': 22, 'y': 35, 'type': 'FINISH', 'ledPosition': 323}]",22,15,2.68182
Floats Your Boat,10,10.6667,"[{'x': 14, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 198}, {'x': 16, 'y': 5, 'type': 'FEET-ONLY', 'ledPosition': 244}, {'x': 8, 'y': 7, 'type': 'FEET-ONLY', 'ledPosition': 140}, {'x': 16, 'y': 9, 'type': 'FEET-ONLY', 'ledPosition': 241}, {'x': 8, 'y': 11, 'type': 'FEET-ONLY', 'ledPosition': 137}, {'x': 14, 'y': 13, 'type': 'START', 'ledPosition': 206}, {'x': 18, 'y': 13, 'type': 'START', 'ledPosition': 257}, {'x': 18, 'y': 17, 'type': 'MIDDLE', 'ledPosition': 260}, {'x': 10, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 159}, {'x': 20, 'y': 19, 'type': 'FEET-ONLY', 'ledPosition': 284}, {'x': 14, 'y': 25, 'type': 'MIDDLE', 'ledPosition': 215}, {'x': 14, 'y': 27, 'type': 'MIDDLE', 'ledPosition': 216}, {'x': 18, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 270}, {'x': 18, 'y': 35, 'type': 'FINISH', 'ledPosition': 272}, {'x': 22, 'y': 35, 'type': 'FINISH', 'ledPosition': 323}]",72,15,2.72222
Floats Your Boat,15,10.7,"[{'x': 14, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 198}, {'x': 16, 'y': 5, 'type': 'FEET-ONLY', 'ledPosition': 244}, {'x': 8, 'y': 7, 'type': 'FEET-ONLY', 'ledPosition': 140}, {'x': 16, 'y': 9, 'type': 'FEET-ONLY', 'ledPosition': 241}, {'x': 8, 'y': 11, 'type': 'FEET-ONLY', 'ledPosition': 137}, {'x': 14, 'y': 13, 'type': 'START', 'ledPosition': 206}, {'x': 18, 'y': 13, 'type': 'START', 'ledPosition': 257}, {'x': 18, 'y': 17, 'type': 'MIDDLE', 'ledPosition': 260}, {'x': 10, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 159}, {'x': 20, 'y': 19, 'type': 'FEET-ONLY', 'ledPosition': 284}, {'x': 14, 'y': 25, 'type': 'MIDDLE', 'ledPosition': 215}, {'x': 14, 'y': 27, 'type': 'MIDDLE', 'ledPosition': 216}, {'x': 18, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 270}, {'x': 18, 'y': 35, 'type': 'FINISH', 'ledPosition': 272}, {'x': 22, 'y': 35, 'type': 'FINISH', 'ledPosition': 323}]",150,15,2.73333
Floats Your Boat,20,10.8566,"[{'x': 14, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 198}, {'x': 16, 'y': 5, 'type': 'FEET-ONLY', 'ledPosition': 244}, {'x': 8, 'y': 7, 'type': 'FEET-ONLY', 'ledPosition': 140}, {'x': 16, 'y': 9, 'type': 'FEET-ONLY', 'ledPosition': 241}, {'x': 8, 'y': 11, 'type': 'FEET-ONLY', 'ledPosition': 137}, {'x': 14, 'y': 13, 'type': 'START', 'ledPosition': 206}, {'x': 18, 'y': 13, 'type': 'START', 'ledPosition': 257}, {'x': 18, 'y': 17, 'type': 'MIDDLE', 'ledPosition': 260}, {'x': 10, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 159}, {'x': 20, 'y': 19, 'type': 'FEET-ONLY', 'ledPosition': 284}, {'x': 14, 'y': 25, 'type': 'MIDDLE', 'ledPosition': 215}, {'x': 14, 'y': 27, 'type': 'MIDDLE', 'ledPosition': 216}, {'x': 18, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 270}, {'x': 18, 'y': 35, 'type': 'FINISH', 'ledPosition': 272}, {'x': 22, 'y': 35, 'type': 'FINISH', 'ledPosition': 323}]",244,15,2.7582
Floats Your Boat,25,11.2581,"[{'x': 14, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 198}, {'x': 16, 'y': 5, 'type': 'FEET-ONLY', 'ledPosition': 244}, {'x': 8, 'y': 7, 'type': 'FEET-ONLY', 'ledPosition': 140}, {'x': 16, 'y': 9, 'type': 'FEET-ONLY', 'ledPosition': 241}, {'x': 8, 'y': 11, 'type': 'FEET-ONLY', 'ledPosition': 137}, {'x': 14, 'y': 13, 'type': 'START', 'ledPosition': 206}, {'x': 18, 'y': 13, 'type': 'START', 'ledPosition': 257}, {'x': 18, 'y': 17, 'type': 'MIDDLE', 'ledPosition': 260}, {'x': 10, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 159}, {'x': 20, 'y': 19, 'type': 'FEET-ONLY', 'ledPosition': 284}, {'x': 14, 'y': 25, 'type': 'MIDDLE', 'ledPosition': 215}, {'x': 14, 'y': 27, 'type': 'MIDDLE', 'ledPosition': 216}, {'x': 18, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 270}, {'x': 18, 'y': 35, 'type': 'FINISH', 'ledPosition': 272}, {'x': 22, 'y': 35, 'type': 'FINISH', 'ledPosition': 323}]",155,15,2.76774
Floats Your Boat,30,11.1352,"[{'x': 14, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 198}, {'x': 16, 'y': 5, 'type': 'FEET-ONLY', 'ledPosition': 244}, {'x': 8, 'y': 7, 'type': 'FEET-ONLY', 'ledPosition': 140}, {'x': 16, 'y': 9, 'type': 'FEET-ONLY', 'ledPosition': 241}, {'x': 8, 'y': 11, 'type': 'FEET-ONLY', 'ledPosition': 137}, {'x': 14, 'y': 13, 'type': 'START', 'ledPosition': 206}, {'x': 18, 'y': 13, 'type': 'START', 'ledPosition': 257}, {'x': 18, 'y': 17, 'type': 'MIDDLE', 'ledPosition': 260}, {'x': 10, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 159}, {'x': 20, 'y': 19, 'type': 'FEET-ONLY', 'ledPosition': 284}, {'x': 14, 'y': 25, 'type': 'MIDDLE', 'ledPosition': 215}, {'x': 14, 'y': 27, 'type': 'MIDDLE', 'ledPosition': 216}, {'x': 18, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 270}, {'x': 18, 'y': 35, 'type': 'FINISH', 'ledPosition': 272}, {'x': 22, 'y': 35, 'type': 'FINISH', 'ledPosition': 323}]",747,15,2.70549
Floats Your Boat,35,11.0996,"[{'x': 14, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 198}, {'x': 16, 'y': 5, 'type': 'FEET-ONLY', 'ledPosition': 244}, {'x': 8, 'y': 7, 'type': 'FEET-ONLY', 'ledPosition': 140}, {'x': 16, 'y': 9, 'type': 'FEET-ONLY', 'ledPosition': 241}, {'x': 8, 'y': 11, 'type': 'FEET-ONLY', 'ledPosition': 137}, {'x': 14, 'y': 13, 'type': 'START', 'ledPosition': 206}, {'x': 18, 'y': 13, 'type': 'START', 'ledPosition': 257}, {'x': 18, 'y': 17, 'type': 'MIDDLE', 'ledPosition': 260}, {'x': 10, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 159}, {'x': 20, 'y': 19, 'type': 'FEET-ONLY', 'ledPosition': 284}, {'x': 14, 'y': 25, 'type': 'MIDDLE', 'ledPosition': 215}, {'x': 14, 'y': 27, 'type': 'MIDDLE', 'ledPosition': 216}, {'x': 18, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 270}, {'x': 18, 'y': 35, 'type': 'FINISH', 'ledPosition': 272}, {'x': 22, 'y': 35, 'type': 'FINISH', 'ledPosition': 323}]",271,15,2.74539
Floats Your Boat,40,12.9173,"[{'x': 14, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 198}, {'x': 16, 'y': 5, 'type': 'FEET-ONLY', 'ledPosition': 244}, {'x': 8, 'y': 7, 'type': 'FEET-ONLY', 'ledPosition': 140}, {'x': 16, 'y': 9, 'type': 'FEET-ONLY', 'ledPosition': 241}, {'x': 8, 'y': 11, 'type': 'FEET-ONLY', 'ledPosition': 137}, {'x': 14, 'y': 13, 'type': 'START', 'ledPosition': 206}, {'x': 18, 'y': 13, 'type': 'START', 'ledPosition': 257}, {'x': 18, 'y': 17, 'type': 'MIDDLE', 'ledPosition': 260}, {'x': 10, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 159}, {'x': 20, 'y': 19, 'type': 'FEET-ONLY', 'ledPosition': 284}, {'x': 14, 'y': 25, 'type': 'MIDDLE', 'ledPosition': 215}, {'x': 14, 'y': 27, 'type': 'MIDDLE', 'ledPosition': 216}, {'x': 18, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 270}, {'x': 18, 'y': 35, 'type': 'FINISH', 'ledPosition': 272}, {'x': 22, 'y': 35, 'type': 'FINISH', 'ledPosition': 323}]",1547,15,2.70071
Floats Your Boat,45,11.7082,"[{'x': 14, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 198}, {'x': 16, 'y': 5, 'type': 'FEET-ONLY', 'ledPosition': 244}, {'x': 8, 'y': 7, 'type': 'FEET-ONLY', 'ledPosition': 140}, {'x': 16, 'y': 9, 'type': 'FEET-ONLY', 'ledPosition': 241}, {'x': 8, 'y': 11, 'type': 'FEET-ONLY', 'ledPosition': 137}, {'x': 14, 'y': 13, 'type': 'START', 'ledPosition': 206}, {'x': 18, 'y': 13, 'type': 'START', 'ledPosition': 257}, {'x': 18, 'y': 17, 'type': 'MIDDLE', 'ledPosition': 260}, {'x': 10, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 159}, {'x': 20, 'y': 19, 'type': 'FEET-ONLY', 'ledPosition': 284}, {'x': 14, 'y': 25, 'type': 'MIDDLE', 'ledPosition': 215}, {'x': 14, 'y': 27, 'type': 'MIDDLE', 'ledPosition': 216}, {'x': 18, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 270}, {'x': 18, 'y': 35, 'type': 'FINISH', 'ledPosition': 272}, {'x': 22, 'y': 35, 'type': 'FINISH', 'ledPosition': 323}]",778,15,2.65938
Floats Your Boat,50,13.1748,"[{'x': 14, 'y': 3, 'type': 'FEET-ONLY', 'ledPosition': 198}, {'x': 16, 'y': 5, 'type': 'FEET-ONLY', 'ledPosition': 244}, {'x': 8, 'y': 7, 'type': 'FEET-ONLY', 'ledPosition': 140}, {'x': 16, 'y': 9, 'type': 'FEET-ONLY', 'ledPosition': 241}, {'x': 8, 'y': 11, 'type': 'FEET-ONLY', 'ledPosition': 137}, {'x': 14, 'y': 13, 'type': 'START', 'ledPosition': 206}, {'x': 18, 'y': 13, 'type': 'START', 'ledPosition': 257}, {'x': 18, 'y': 17, 'type': 'MIDDLE', 'ledPosition': 260}, {'x': 10, 'y': 19, 'type': 'MIDDLE', 'ledPosition': 159}, {'x': 20, 'y': 19, 'type': 'FEET-ONLY', 'ledPosition': 284}, {'x': 14, 'y': 25, 'type': 'MIDDLE', 'ledPosition': 215}, {'x': 14, 'y': 27, 'type': 'MIDDLE', 'ledPosition': 216}, {'x': 18, 'y': 31, 'type': 'MIDDLE', 'ledPosition': 270}, {'x': 18, 'y': 35, 'type': 'FINISH', 'ledPosition': 272}, {'x': 22, 'y': 35, 'type': 'FINISH', 'ledPosition': 323}]",309,15,2.7055
